Gender,Age,Region,Diagnosis,2019,2020,2021,2022
Men,10-14 years,Region Hovedstaden,"Endocrine, metabolic and chromosomic diseases",39,28,38,37
Men,10-14 years,Region Hovedstaden,Mental disorders,53,32,25,23
Men,10-14 years,Region Hovedstaden,Diseases of mamma,0,0,0,0
Men,10-14 years,Region Hovedstaden,Sterilization,0,0,0,0
Men,10-14 years,Region Hovedstaden,Concussion,30,29,14,23
Men,10-14 years,Region Hovedstaden,Poisonings,10,12,15,14
Men,10-14 years,Region Hovedstaden,Live-born children,0,0,0,0
Men,10-14 years,Region Hovedstaden,Other diseases,225,250,243,218
Men,10-14 years,Region Sjælland,"Diagnosis, total",515,499,485,504
Men,10-14 years,Region Sjælland,Infectious diseases,7,14,15,21
Men,10-14 years,Region Sjælland,Diseases of lung,23,21,15,24
Men,10-14 years,Region Sjælland,Diseases of the nervous system,41,31,23,28
Men,10-14 years,Region Sjælland,Diseases of the heart and great vessels,4,6,5,6
Men,10-14 years,Region Sjælland,"Diseases of arteries, veins, lymph",..,3,4,8
Men,10-14 years,Region Sjælland,Varicose veins in leg,0,0,0,0
Men,10-14 years,Region Sjælland,Diseases of blood and lymphatic tissue,13,..,7,9
Men,10-14 years,Region Sjælland,Diseases of the stomach and intestines,99,110,98,99
Men,10-14 years,Region Sjælland,Diseases of the urinary tract,33,25,32,19
Men,10-14 years,Region Sjælland,Diseases of the musculoskeletal system,135,102,109,116
Men,10-14 years,Region Sjælland,Diseases of female genital organs,..,0,0,0
Men,10-14 years,Region Sjælland,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Men,10-14 years,Region Sjælland,Diseases of the skin and venereal diseases,12,11,9,9
Men,10-14 years,Region Sjælland,Diseases of the eye,..,7,..,..
Men,10-14 years,Region Sjælland,"Diseases of ear, nose and throat",7,9,7,8
Men,10-14 years,Region Sjælland,"Endocrine, metabolic and chromosomic diseases",23,19,18,13
Men,10-14 years,Region Sjælland,Mental disorders,19,19,24,14
Men,10-14 years,Region Sjælland,Diseases of mamma,0,0,0,0
Men,10-14 years,Region Sjælland,Sterilization,0,0,0,0
Men,10-14 years,Region Sjælland,Concussion,8,13,7,13
Men,10-14 years,Region Sjælland,Poisonings,8,5,7,5
Men,10-14 years,Region Sjælland,Live-born children,0,0,0,0
Men,10-14 years,Region Sjælland,Other diseases,79,102,104,110
Men,10-14 years,Region Syddanmark,"Diagnosis, total",503,497,492,528
Men,10-14 years,Region Syddanmark,Infectious diseases,16,7,13,19
Men,10-14 years,Region Syddanmark,Diseases of lung,18,16,16,18
Men,10-14 years,Region Syddanmark,Diseases of the nervous system,33,30,29,27
Men,10-14 years,Region Syddanmark,Diseases of the heart and great vessels,..,7,3,8
Men,10-14 years,Region Syddanmark,"Diseases of arteries, veins, lymph",5,5,0,..
Men,10-14 years,Region Syddanmark,Varicose veins in leg,0,0,0,0
Men,10-14 years,Region Syddanmark,Diseases of blood and lymphatic tissue,..,8,7,10
Men,10-14 years,Region Syddanmark,Diseases of the stomach and intestines,98,94,82,103
Men,10-14 years,Region Syddanmark,Diseases of the urinary tract,19,18,14,19
Men,10-14 years,Region Syddanmark,Diseases of the musculoskeletal system,181,179,175,193
Men,10-14 years,Region Syddanmark,Diseases of female genital organs,0,0,0,0
Men,10-14 years,Region Syddanmark,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Men,10-14 years,Region Syddanmark,Diseases of the skin and venereal diseases,12,10,9,6
Men,10-14 years,Region Syddanmark,Diseases of the eye,..,3,0,..
Men,10-14 years,Region Syddanmark,"Diseases of ear, nose and throat",12,14,10,12
Men,10-14 years,Region Syddanmark,"Endocrine, metabolic and chromosomic diseases",14,20,37,24
Men,10-14 years,Region Syddanmark,Mental disorders,7,15,21,4
Men,10-14 years,Region Syddanmark,Diseases of mamma,0,0,0,0
Men,10-14 years,Region Syddanmark,Sterilization,0,0,0,0
Men,10-14 years,Region Syddanmark,Concussion,11,6,9,5
Men,10-14 years,Region Syddanmark,Poisonings,..,7,7,3
Men,10-14 years,Region Syddanmark,Live-born children,0,0,0,0
Men,10-14 years,Region Syddanmark,Other diseases,71,58,60,74
Men,10-14 years,Region Midtjylland,"Diagnosis, total",613,593,514,584
Men,10-14 years,Region Midtjylland,Infectious diseases,22,17,24,27
Men,10-14 years,Region Midtjylland,Diseases of lung,33,22,22,27
Men,10-14 years,Region Midtjylland,Diseases of the nervous system,31,35,25,54
Men,10-14 years,Region Midtjylland,Diseases of the heart and great vessels,5,5,3,9
Men,10-14 years,Region Midtjylland,"Diseases of arteries, veins, lymph",..,5,5,3
Men,10-14 years,Region Midtjylland,Varicose veins in leg,0,0,0,0
Men,10-14 years,Region Midtjylland,Diseases of blood and lymphatic tissue,14,14,23,16
Men,10-14 years,Region Midtjylland,Diseases of the stomach and intestines,125,145,124,99
Men,10-14 years,Region Midtjylland,Diseases of the urinary tract,17,22,13,19
Men,10-14 years,Region Midtjylland,Diseases of the musculoskeletal system,176,172,135,155
Men,10-14 years,Region Midtjylland,Diseases of female genital organs,0,0,0,0
Men,10-14 years,Region Midtjylland,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Men,10-14 years,Region Midtjylland,Diseases of the skin and venereal diseases,13,10,14,8
Men,10-14 years,Region Midtjylland,Diseases of the eye,3,3,..,5
Men,10-14 years,Region Midtjylland,"Diseases of ear, nose and throat",12,13,9,17
Men,10-14 years,Region Midtjylland,"Endocrine, metabolic and chromosomic diseases",35,29,25,32
Men,10-14 years,Region Midtjylland,Mental disorders,16,5,6,15
Men,10-14 years,Region Midtjylland,Diseases of mamma,0,0,0,0
Men,10-14 years,Region Midtjylland,Sterilization,0,0,0,0
Men,10-14 years,Region Midtjylland,Concussion,13,11,12,12
Men,10-14 years,Region Midtjylland,Poisonings,11,7,..,4
Men,10-14 years,Region Midtjylland,Live-born children,0,0,0,0
Men,10-14 years,Region Midtjylland,Other diseases,86,78,71,82
Men,10-14 years,Region Nordjylland,"Diagnosis, total",254,298,300,286
Men,10-14 years,Region Nordjylland,Infectious diseases,16,9,9,11
Men,10-14 years,Region Nordjylland,Diseases of lung,8,17,8,12
Men,10-14 years,Region Nordjylland,Diseases of the nervous system,17,32,33,17
Men,10-14 years,Region Nordjylland,Diseases of the heart and great vessels,..,5,..,6
Men,10-14 years,Region Nordjylland,"Diseases of arteries, veins, lymph",4,..,..,..
Men,10-14 years,Region Nordjylland,Varicose veins in leg,0,0,0,0
Men,10-14 years,Region Nordjylland,Diseases of blood and lymphatic tissue,32,5,..,0
Men,10-14 years,Region Nordjylland,Diseases of the stomach and intestines,39,62,50,75
Men,10-14 years,Region Nordjylland,Diseases of the urinary tract,8,3,11,12
Men,10-14 years,Region Nordjylland,Diseases of the musculoskeletal system,58,64,93,64
Men,10-14 years,Region Nordjylland,Diseases of female genital organs,0,0,0,0
Men,10-14 years,Region Nordjylland,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Men,10-14 years,Region Nordjylland,Diseases of the skin and venereal diseases,..,8,4,6
Men,10-14 years,Region Nordjylland,Diseases of the eye,0,0,0,3
Men,10-14 years,Region Nordjylland,"Diseases of ear, nose and throat",3,5,..,8
Men,10-14 years,Region Nordjylland,"Endocrine, metabolic and chromosomic diseases",8,25,13,17
Men,10-14 years,Region Nordjylland,Mental disorders,9,5,13,10
Men,10-14 years,Region Nordjylland,Diseases of mamma,0,0,0,0
Men,10-14 years,Region Nordjylland,Sterilization,0,0,0,0
Men,10-14 years,Region Nordjylland,Concussion,..,3,4,0
Men,10-14 years,Region Nordjylland,Poisonings,..,6,..,..
Men,10-14 years,Region Nordjylland,Live-born children,0,0,0,0
Men,10-14 years,Region Nordjylland,Other diseases,44,48,54,42
Men,15-19 years,Region Hovedstaden,"Diagnosis, total",1548,1632,1607,1594
Men,15-19 years,Region Hovedstaden,Infectious diseases,71,61,54,67
Men,15-19 years,Region Hovedstaden,Diseases of lung,80,69,68,89
Men,15-19 years,Region Hovedstaden,Diseases of the nervous system,80,96,107,108
Men,15-19 years,Region Hovedstaden,Diseases of the heart and great vessels,32,19,52,27
Men,15-19 years,Region Hovedstaden,"Diseases of arteries, veins, lymph",17,14,13,18
Men,15-19 years,Region Hovedstaden,Varicose veins in leg,..,0,0,0
Men,15-19 years,Region Hovedstaden,Diseases of blood and lymphatic tissue,12,16,22,31
Men,15-19 years,Region Hovedstaden,Diseases of the stomach and intestines,232,246,217,213
Men,15-19 years,Region Hovedstaden,Diseases of the urinary tract,57,68,48,73
Men,15-19 years,Region Hovedstaden,Diseases of the musculoskeletal system,189,221,223,203
Men,15-19 years,Region Hovedstaden,Diseases of female genital organs,0,0,0,0
Men,15-19 years,Region Hovedstaden,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Men,15-19 years,Region Hovedstaden,Diseases of the skin and venereal diseases,89,78,60,64
Men,15-19 years,Region Hovedstaden,Diseases of the eye,8,..,6,4
Men,15-19 years,Region Hovedstaden,"Diseases of ear, nose and throat",45,52,54,87
Men,15-19 years,Region Hovedstaden,"Endocrine, metabolic and chromosomic diseases",25,41,34,34
Men,15-19 years,Region Hovedstaden,Mental disorders,263,259,262,237
Men,15-19 years,Region Hovedstaden,Diseases of mamma,0,0,..,0
Men,15-19 years,Region Hovedstaden,Sterilization,0,0,0,0
Men,15-19 years,Region Hovedstaden,Concussion,18,10,16,16
Men,15-19 years,Region Hovedstaden,Poisonings,53,48,58,54
Men,15-19 years,Region Hovedstaden,Live-born children,0,0,0,0
Men,15-19 years,Region Hovedstaden,Other diseases,276,332,312,269
Men,15-19 years,Region Sjælland,"Diagnosis, total",794,809,788,764
Men,15-19 years,Region Sjælland,Infectious diseases,23,22,16,29
Men,15-19 years,Region Sjælland,Diseases of lung,35,38,36,27
Men,15-19 years,Region Sjælland,Diseases of the nervous system,42,35,25,36
Men,15-19 years,Region Sjælland,Diseases of the heart and great vessels,17,17,20,19
Men,15-19 years,Region Sjælland,"Diseases of arteries, veins, lymph",..,9,5,10
Men,15-19 years,Region Sjælland,Varicose veins in leg,0,0,0,0
Men,15-19 years,Region Sjælland,Diseases of blood and lymphatic tissue,8,9,..,6
Men,15-19 years,Region Sjælland,Diseases of the stomach and intestines,137,127,129,114
Men,15-19 years,Region Sjælland,Diseases of the urinary tract,21,22,19,24
Men,15-19 years,Region Sjælland,Diseases of the musculoskeletal system,102,92,80,95
Men,15-19 years,Region Sjælland,Diseases of female genital organs,0,0,0,0
Men,15-19 years,Region Sjælland,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Men,15-19 years,Region Sjælland,Diseases of the skin and venereal diseases,36,35,29,33
Men,15-19 years,Region Sjælland,Diseases of the eye,..,..,3,8
Men,15-19 years,Region Sjælland,"Diseases of ear, nose and throat",25,19,10,15
Men,15-19 years,Region Sjælland,"Endocrine, metabolic and chromosomic diseases",31,24,29,28
Men,15-19 years,Region Sjælland,Mental disorders,144,156,173,113
Men,15-19 years,Region Sjælland,Diseases of mamma,0,0,0,0
Men,15-19 years,Region Sjælland,Sterilization,0,0,0,0
Men,15-19 years,Region Sjælland,Concussion,6,8,8,10
Men,15-19 years,Region Sjælland,Poisonings,45,50,43,41
Men,15-19 years,Region Sjælland,Live-born children,0,0,0,0
Men,15-19 years,Region Sjælland,Other diseases,119,145,161,156
Men,15-19 years,Region Syddanmark,"Diagnosis, total",723,805,789,894
Men,15-19 years,Region Syddanmark,Infectious diseases,20,30,35,27
Men,15-19 years,Region Syddanmark,Diseases of lung,35,42,30,47
Men,15-19 years,Region Syddanmark,Diseases of the nervous system,36,38,45,46
Men,15-19 years,Region Syddanmark,Diseases of the heart and great vessels,16,30,11,13
Men,15-19 years,Region Syddanmark,"Diseases of arteries, veins, lymph",4,3,5,..
Men,15-19 years,Region Syddanmark,Varicose veins in leg,0,0,0,0
Men,15-19 years,Region Syddanmark,Diseases of blood and lymphatic tissue,5,6,9,23
Men,15-19 years,Region Syddanmark,Diseases of the stomach and intestines,102,123,122,117
Men,15-19 years,Region Syddanmark,Diseases of the urinary tract,19,16,16,22
Men,15-19 years,Region Syddanmark,Diseases of the musculoskeletal system,143,151,150,165
Men,15-19 years,Region Syddanmark,Diseases of female genital organs,0,0,0,0
Men,15-19 years,Region Syddanmark,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Men,15-19 years,Region Syddanmark,Diseases of the skin and venereal diseases,18,22,16,17
Men,15-19 years,Region Syddanmark,Diseases of the eye,3,..,..,..
Men,15-19 years,Region Syddanmark,"Diseases of ear, nose and throat",22,35,37,38
Men,15-19 years,Region Syddanmark,"Endocrine, metabolic and chromosomic diseases",30,28,27,27
Men,15-19 years,Region Syddanmark,Mental disorders,121,99,115,160
Men,15-19 years,Region Syddanmark,Diseases of mamma,0,0,0,0
Men,15-19 years,Region Syddanmark,Sterilization,0,0,0,0
Men,15-19 years,Region Syddanmark,Concussion,10,6,8,6
Men,15-19 years,Region Syddanmark,Poisonings,26,32,27,42
Men,15-19 years,Region Syddanmark,Live-born children,0,0,0,0
Men,15-19 years,Region Syddanmark,Other diseases,113,143,135,141
Men,15-19 years,Region Midtjylland,"Diagnosis, total",892,830,932,954
Men,15-19 years,Region Midtjylland,Infectious diseases,42,16,39,52
Men,15-19 years,Region Midtjylland,Diseases of lung,34,45,47,53
Men,15-19 years,Region Midtjylland,Diseases of the nervous system,43,37,60,61
Men,15-19 years,Region Midtjylland,Diseases of the heart and great vessels,22,9,28,19
Men,15-19 years,Region Midtjylland,"Diseases of arteries, veins, lymph",4,4,4,3
Men,15-19 years,Region Midtjylland,Varicose veins in leg,0,0,0,0
Men,15-19 years,Region Midtjylland,Diseases of blood and lymphatic tissue,12,9,9,14
Men,15-19 years,Region Midtjylland,Diseases of the stomach and intestines,126,151,171,152
Men,15-19 years,Region Midtjylland,Diseases of the urinary tract,23,24,24,32
Men,15-19 years,Region Midtjylland,Diseases of the musculoskeletal system,181,154,121,145
Men,15-19 years,Region Midtjylland,Diseases of female genital organs,0,0,0,0
Men,15-19 years,Region Midtjylland,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Men,15-19 years,Region Midtjylland,Diseases of the skin and venereal diseases,23,26,18,17
Men,15-19 years,Region Midtjylland,Diseases of the eye,0,5,..,3
Men,15-19 years,Region Midtjylland,"Diseases of ear, nose and throat",39,31,29,36
Men,15-19 years,Region Midtjylland,"Endocrine, metabolic and chromosomic diseases",38,31,32,45
Men,15-19 years,Region Midtjylland,Mental disorders,156,137,185,172
Men,15-19 years,Region Midtjylland,Diseases of mamma,0,0,0,0
Men,15-19 years,Region Midtjylland,Sterilization,0,0,0,0
Men,15-19 years,Region Midtjylland,Concussion,4,8,6,5
Men,15-19 years,Region Midtjylland,Poisonings,32,24,33,25
Men,15-19 years,Region Midtjylland,Live-born children,0,0,0,0
Men,15-19 years,Region Midtjylland,Other diseases,113,119,125,120
Men,15-19 years,Region Nordjylland,"Diagnosis, total",368,423,482,431
Men,15-19 years,Region Nordjylland,Infectious diseases,20,17,18,21
Men,15-19 years,Region Nordjylland,Diseases of lung,11,9,13,16
Men,15-19 years,Region Nordjylland,Diseases of the nervous system,28,24,35,31
Men,15-19 years,Region Nordjylland,Diseases of the heart and great vessels,7,8,5,13
Men,15-19 years,Region Nordjylland,"Diseases of arteries, veins, lymph",..,3,5,..
Men,15-19 years,Region Nordjylland,Varicose veins in leg,0,0,0,0
Men,15-19 years,Region Nordjylland,Diseases of blood and lymphatic tissue,19,36,30,10
Men,15-19 years,Region Nordjylland,Diseases of the stomach and intestines,49,75,97,90
Men,15-19 years,Region Nordjylland,Diseases of the urinary tract,10,6,6,9
Men,15-19 years,Region Nordjylland,Diseases of the musculoskeletal system,44,57,84,73
Men,15-19 years,Region Nordjylland,Diseases of female genital organs,0,0,0,0
Men,15-19 years,Region Nordjylland,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Men,15-19 years,Region Nordjylland,Diseases of the skin and venereal diseases,10,11,14,12
Men,15-19 years,Region Nordjylland,Diseases of the eye,..,..,..,0
Men,15-19 years,Region Nordjylland,"Diseases of ear, nose and throat",12,13,17,13
Men,15-19 years,Region Nordjylland,"Endocrine, metabolic and chromosomic diseases",13,18,10,18
Men,15-19 years,Region Nordjylland,Mental disorders,56,69,50,53
Men,15-19 years,Region Nordjylland,Diseases of mamma,0,0,0,0
Men,15-19 years,Region Nordjylland,Sterilization,0,0,0,0
Men,15-19 years,Region Nordjylland,Concussion,4,..,..,5
Men,15-19 years,Region Nordjylland,Poisonings,20,12,11,11
Men,15-19 years,Region Nordjylland,Live-born children,0,0,0,0
Men,15-19 years,Region Nordjylland,Other diseases,61,61,84,55
Men,20-24 years,Region Hovedstaden,"Diagnosis, total",2023,2136,2064,2041
Men,20-24 years,Region Hovedstaden,Infectious diseases,88,67,77,75
Men,20-24 years,Region Hovedstaden,Diseases of lung,128,110,76,84
Men,20-24 years,Region Hovedstaden,Diseases of the nervous system,111,95,132,125
Men,20-24 years,Region Hovedstaden,Diseases of the heart and great vessels,43,37,54,46
Men,20-24 years,Region Hovedstaden,"Diseases of arteries, veins, lymph",11,10,11,9
Men,20-24 years,Region Hovedstaden,Varicose veins in leg,0,0,0,0
Men,20-24 years,Region Hovedstaden,Diseases of blood and lymphatic tissue,10,20,13,6
Men,20-24 years,Region Hovedstaden,Diseases of the stomach and intestines,334,349,292,249
Men,20-24 years,Region Hovedstaden,Diseases of the urinary tract,36,60,48,52
Men,20-24 years,Region Hovedstaden,Diseases of the musculoskeletal system,152,143,168,175
Men,20-24 years,Region Hovedstaden,Diseases of female genital organs,0,0,..,0
Men,20-24 years,Region Hovedstaden,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Men,20-24 years,Region Hovedstaden,Diseases of the skin and venereal diseases,102,115,106,94
