,Gender,Age,Region,Diagnosis,2019,2020,2021,2022
297,Men,5-9 years,Region Syddanmark,Diseases of the musculoskeletal system,138.0,144.0,123.0,147.0
298,Men,5-9 years,Region Syddanmark,Diseases of female genital organs,0.0,0.0,0.0,0.0
299,Men,5-9 years,Region Syddanmark,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
300,Men,5-9 years,Region Syddanmark,Diseases of the skin and venereal diseases,10.0,7.0,10.0,7.0
301,Men,5-9 years,Region Syddanmark,Diseases of the eye,1.0,0.0,0.0,3.0
302,Men,5-9 years,Region Syddanmark,"Diseases of ear, nose and throat",17.0,22.0,9.0,32.0
303,Men,5-9 years,Region Syddanmark,"Endocrine, metabolic and chromosomic diseases",16.0,13.0,21.0,28.0
304,Men,5-9 years,Region Syddanmark,Mental disorders,8.0,3.0,4.0,3.0
305,Men,5-9 years,Region Syddanmark,Diseases of mamma,0.0,0.0,0.0,0.0
306,Men,5-9 years,Region Syddanmark,Sterilization,0.0,0.0,0.0,0.0
307,Men,5-9 years,Region Syddanmark,Concussion,10.0,18.0,15.0,15.0
308,Men,5-9 years,Region Syddanmark,Poisonings,3.0,0.0,2.0,3.0
309,Men,5-9 years,Region Syddanmark,Live-born children,0.0,0.0,0.0,0.0
310,Men,5-9 years,Region Syddanmark,Other diseases,73.0,62.0,54.0,59.0
311,Men,5-9 years,Region Midtjylland,"Diagnosis, total",486.0,454.0,512.0,578.0
312,Men,5-9 years,Region Midtjylland,Infectious diseases,14.0,18.0,25.0,48.0
313,Men,5-9 years,Region Midtjylland,Diseases of lung,40.0,43.0,57.0,62.0
314,Men,5-9 years,Region Midtjylland,Diseases of the nervous system,37.0,34.0,53.0,73.0
315,Men,5-9 years,Region Midtjylland,Diseases of the heart and great vessels,3.0,3.6666666666666665,4.0,4.0
316,Men,5-9 years,Region Midtjylland,"Diseases of arteries, veins, lymph",4.0,3.0,3.0,5.0
317,Men,5-9 years,Region Midtjylland,Varicose veins in leg,0.0,0.0,0.0,0.0
318,Men,5-9 years,Region Midtjylland,Diseases of blood and lymphatic tissue,9.0,21.0,11.0,26.0
319,Men,5-9 years,Region Midtjylland,Diseases of the stomach and intestines,88.0,79.0,75.0,99.0
320,Men,5-9 years,Region Midtjylland,Diseases of the urinary tract,12.0,19.0,20.0,17.0
321,Men,5-9 years,Region Midtjylland,Diseases of the musculoskeletal system,149.0,109.0,114.0,87.0
322,Men,5-9 years,Region Midtjylland,Diseases of female genital organs,0.0,0.0,0.0,0.0
323,Men,5-9 years,Region Midtjylland,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
324,Men,5-9 years,Region Midtjylland,Diseases of the skin and venereal diseases,15.0,11.0,9.0,9.0
325,Men,5-9 years,Region Midtjylland,Diseases of the eye,0.0,3.0,2.3333333333333335,4.0
326,Men,5-9 years,Region Midtjylland,"Diseases of ear, nose and throat",26.0,20.0,16.0,27.0
327,Men,5-9 years,Region Midtjylland,"Endocrine, metabolic and chromosomic diseases",21.0,17.0,33.0,28.0
328,Men,5-9 years,Region Midtjylland,Mental disorders,3.0,4.0,4.0,3.6666666666666665
329,Men,5-9 years,Region Midtjylland,Diseases of mamma,0.0,0.0,0.0,0.0
330,Men,5-9 years,Region Midtjylland,Sterilization,0.0,0.0,0.0,0.0
331,Men,5-9 years,Region Midtjylland,Concussion,12.0,12.0,15.0,8.0
332,Men,5-9 years,Region Midtjylland,Poisonings,5.0,5.0,6.0,4.0
333,Men,5-9 years,Region Midtjylland,Live-born children,0.0,0.0,0.0,0.0
334,Men,5-9 years,Region Midtjylland,Other diseases,51.0,57.0,65.0,76.0
335,Men,5-9 years,Region Nordjylland,"Diagnosis, total",209.0,255.0,244.0,248.0
336,Men,5-9 years,Region Nordjylland,Infectious diseases,12.0,13.0,11.0,21.0
337,Men,5-9 years,Region Nordjylland,Diseases of lung,18.0,17.0,27.0,23.0
338,Men,5-9 years,Region Nordjylland,Diseases of the nervous system,7.0,20.0,13.0,13.0
339,Men,5-9 years,Region Nordjylland,Diseases of the heart and great vessels,0.0,0.0,0.0,0.0
340,Men,5-9 years,Region Nordjylland,"Diseases of arteries, veins, lymph",0.0,3.0,1.0,0.0
341,Men,5-9 years,Region Nordjylland,Varicose veins in leg,0.0,0.0,0.0,0.0
342,Men,5-9 years,Region Nordjylland,Diseases of blood and lymphatic tissue,29.0,16.0,9.0,3.0
343,Men,5-9 years,Region Nordjylland,Diseases of the stomach and intestines,37.0,50.0,39.0,45.0
344,Men,5-9 years,Region Nordjylland,Diseases of the urinary tract,8.0,9.0,7.0,4.0
345,Men,5-9 years,Region Nordjylland,Diseases of the musculoskeletal system,40.0,54.0,66.0,56.0
346,Men,5-9 years,Region Nordjylland,Diseases of female genital organs,0.0,0.0,0.0,0.0
347,Men,5-9 years,Region Nordjylland,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
348,Men,5-9 years,Region Nordjylland,Diseases of the skin and venereal diseases,4.0,7.0,6.0,4.0
349,Men,5-9 years,Region Nordjylland,Diseases of the eye,,,,
350,Men,5-9 years,Region Nordjylland,"Diseases of ear, nose and throat",8.0,11.0,9.0,11.0
351,Men,5-9 years,Region Nordjylland,"Endocrine, metabolic and chromosomic diseases",6.0,8.0,16.0,13.0
352,Men,5-9 years,Region Nordjylland,Mental disorders,0.0,0.0,0.0,0.0
353,Men,5-9 years,Region Nordjylland,Diseases of mamma,0.0,0.0,0.0,0.0
354,Men,5-9 years,Region Nordjylland,Sterilization,0.0,0.0,0.0,0.0
355,Men,5-9 years,Region Nordjylland,Concussion,4.0,4.333333333333333,5.0,4.0
356,Men,5-9 years,Region Nordjylland,Poisonings,3.0,3.0,3.0,3.0
357,Men,5-9 years,Region Nordjylland,Live-born children,0.0,0.0,0.0,0.0
358,Men,5-9 years,Region Nordjylland,Other diseases,33.0,39.0,31.0,47.0
359,Men,10-14 years,Region Hovedstaden,"Diagnosis, total",1259.0,1297.0,1231.0,1225.0
360,Men,10-14 years,Region Hovedstaden,Infectious diseases,33.0,42.0,42.0,55.0
361,Men,10-14 years,Region Hovedstaden,Diseases of lung,73.0,65.0,58.0,72.0
362,Men,10-14 years,Region Hovedstaden,Diseases of the nervous system,76.0,70.0,69.0,56.0
363,Men,10-14 years,Region Hovedstaden,Diseases of the heart and great vessels,7.0,14.0,11.0,7.0
364,Men,10-14 years,Region Hovedstaden,"Diseases of arteries, veins, lymph",17.0,12.0,14.0,15.0
365,Men,10-14 years,Region Hovedstaden,Varicose veins in leg,0.0,0.0,0.0,0.0
366,Men,10-14 years,Region Hovedstaden,Diseases of blood and lymphatic tissue,25.0,16.0,10.0,16.0
367,Men,10-14 years,Region Hovedstaden,Diseases of the stomach and intestines,232.0,213.0,202.0,197.0
368,Men,10-14 years,Region Hovedstaden,Diseases of the urinary tract,63.0,57.0,65.0,51.0
369,Men,10-14 years,Region Hovedstaden,Diseases of the musculoskeletal system,309.0,376.0,367.0,361.0
370,Men,10-14 years,Region Hovedstaden,Diseases of female genital organs,0.0,0.0,0.0,0.0
371,Men,10-14 years,Region Hovedstaden,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
372,Men,10-14 years,Region Hovedstaden,Diseases of the skin and venereal diseases,37.0,41.0,32.0,35.0
373,Men,10-14 years,Region Hovedstaden,Diseases of the eye,4.0,8.0,7.0,10.0
374,Men,10-14 years,Region Hovedstaden,"Diseases of ear, nose and throat",26.0,32.0,19.0,35.0
375,Men,10-14 years,Region Hovedstaden,"Endocrine, metabolic and chromosomic diseases",39.0,28.0,38.0,37.0
376,Men,10-14 years,Region Hovedstaden,Mental disorders,53.0,32.0,25.0,23.0
377,Men,10-14 years,Region Hovedstaden,Diseases of mamma,0.0,0.0,0.0,0.0
378,Men,10-14 years,Region Hovedstaden,Sterilization,0.0,0.0,0.0,0.0
379,Men,10-14 years,Region Hovedstaden,Concussion,30.0,29.0,14.0,23.0
380,Men,10-14 years,Region Hovedstaden,Poisonings,10.0,12.0,15.0,14.0
381,Men,10-14 years,Region Hovedstaden,Live-born children,0.0,0.0,0.0,0.0
382,Men,10-14 years,Region Hovedstaden,Other diseases,225.0,250.0,243.0,218.0
383,Men,10-14 years,Region Sjælland,"Diagnosis, total",515.0,499.0,485.0,504.0
384,Men,10-14 years,Region Sjælland,Infectious diseases,7.0,14.0,15.0,21.0
385,Men,10-14 years,Region Sjælland,Diseases of lung,23.0,21.0,15.0,24.0
386,Men,10-14 years,Region Sjælland,Diseases of the nervous system,41.0,31.0,23.0,28.0
387,Men,10-14 years,Region Sjælland,Diseases of the heart and great vessels,4.0,6.0,5.0,6.0
388,Men,10-14 years,Region Sjælland,"Diseases of arteries, veins, lymph",5.0,3.0,4.0,8.0
389,Men,10-14 years,Region Sjælland,Varicose veins in leg,0.0,0.0,0.0,0.0
390,Men,10-14 years,Region Sjælland,Diseases of blood and lymphatic tissue,13.0,9.666666666666666,7.0,9.0
391,Men,10-14 years,Region Sjælland,Diseases of the stomach and intestines,99.0,110.0,98.0,99.0
392,Men,10-14 years,Region Sjælland,Diseases of the urinary tract,33.0,25.0,32.0,19.0
393,Men,10-14 years,Region Sjælland,Diseases of the musculoskeletal system,135.0,102.0,109.0,116.0
394,Men,10-14 years,Region Sjælland,Diseases of female genital organs,0.0,0.0,0.0,0.0
395,Men,10-14 years,Region Sjælland,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
396,Men,10-14 years,Region Sjælland,Diseases of the skin and venereal diseases,12.0,11.0,9.0,9.0
397,Men,10-14 years,Region Sjælland,Diseases of the eye,7.0,7.0,7.0,7.0
398,Men,10-14 years,Region Sjælland,"Diseases of ear, nose and throat",7.0,9.0,7.0,8.0
399,Men,10-14 years,Region Sjælland,"Endocrine, metabolic and chromosomic diseases",23.0,19.0,18.0,13.0
400,Men,10-14 years,Region Sjælland,Mental disorders,19.0,19.0,24.0,14.0
401,Men,10-14 years,Region Sjælland,Diseases of mamma,0.0,0.0,0.0,0.0
402,Men,10-14 years,Region Sjælland,Sterilization,0.0,0.0,0.0,0.0
403,Men,10-14 years,Region Sjælland,Concussion,8.0,13.0,7.0,13.0
404,Men,10-14 years,Region Sjælland,Poisonings,8.0,5.0,7.0,5.0
405,Men,10-14 years,Region Sjælland,Live-born children,0.0,0.0,0.0,0.0
406,Men,10-14 years,Region Sjælland,Other diseases,79.0,102.0,104.0,110.0
407,Men,10-14 years,Region Syddanmark,"Diagnosis, total",503.0,497.0,492.0,528.0
408,Men,10-14 years,Region Syddanmark,Infectious diseases,16.0,7.0,13.0,19.0
409,Men,10-14 years,Region Syddanmark,Diseases of lung,18.0,16.0,16.0,18.0
410,Men,10-14 years,Region Syddanmark,Diseases of the nervous system,33.0,30.0,29.0,27.0
411,Men,10-14 years,Region Syddanmark,Diseases of the heart and great vessels,6.0,7.0,3.0,8.0
412,Men,10-14 years,Region Syddanmark,"Diseases of arteries, veins, lymph",5.0,5.0,0.0,3.3333333333333335
413,Men,10-14 years,Region Syddanmark,Varicose veins in leg,0.0,0.0,0.0,0.0
414,Men,10-14 years,Region Syddanmark,Diseases of blood and lymphatic tissue,8.333333333333334,8.0,7.0,10.0
415,Men,10-14 years,Region Syddanmark,Diseases of the stomach and intestines,98.0,94.0,82.0,103.0
416,Men,10-14 years,Region Syddanmark,Diseases of the urinary tract,19.0,18.0,14.0,19.0
417,Men,10-14 years,Region Syddanmark,Diseases of the musculoskeletal system,181.0,179.0,175.0,193.0
418,Men,10-14 years,Region Syddanmark,Diseases of female genital organs,0.0,0.0,0.0,0.0
419,Men,10-14 years,Region Syddanmark,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
420,Men,10-14 years,Region Syddanmark,Diseases of the skin and venereal diseases,12.0,10.0,9.0,6.0
421,Men,10-14 years,Region Syddanmark,Diseases of the eye,1.5,3.0,0.0,1.5
422,Men,10-14 years,Region Syddanmark,"Diseases of ear, nose and throat",12.0,14.0,10.0,12.0
423,Men,10-14 years,Region Syddanmark,"Endocrine, metabolic and chromosomic diseases",14.0,20.0,37.0,24.0
424,Men,10-14 years,Region Syddanmark,Mental disorders,7.0,15.0,21.0,4.0
425,Men,10-14 years,Region Syddanmark,Diseases of mamma,0.0,0.0,0.0,0.0
426,Men,10-14 years,Region Syddanmark,Sterilization,0.0,0.0,0.0,0.0
427,Men,10-14 years,Region Syddanmark,Concussion,11.0,6.0,9.0,5.0
428,Men,10-14 years,Region Syddanmark,Poisonings,5.666666666666667,7.0,7.0,3.0
429,Men,10-14 years,Region Syddanmark,Live-born children,0.0,0.0,0.0,0.0
430,Men,10-14 years,Region Syddanmark,Other diseases,71.0,58.0,60.0,74.0
431,Men,10-14 years,Region Midtjylland,"Diagnosis, total",613.0,593.0,514.0,584.0
432,Men,10-14 years,Region Midtjylland,Infectious diseases,22.0,17.0,24.0,27.0
433,Men,10-14 years,Region Midtjylland,Diseases of lung,33.0,22.0,22.0,27.0
434,Men,10-14 years,Region Midtjylland,Diseases of the nervous system,31.0,35.0,25.0,54.0
435,Men,10-14 years,Region Midtjylland,Diseases of the heart and great vessels,5.0,5.0,3.0,9.0
436,Men,10-14 years,Region Midtjylland,"Diseases of arteries, veins, lymph",4.333333333333333,5.0,5.0,3.0
437,Men,10-14 years,Region Midtjylland,Varicose veins in leg,0.0,0.0,0.0,0.0
438,Men,10-14 years,Region Midtjylland,Diseases of blood and lymphatic tissue,14.0,14.0,23.0,16.0
439,Men,10-14 years,Region Midtjylland,Diseases of the stomach and intestines,125.0,145.0,124.0,99.0
440,Men,10-14 years,Region Midtjylland,Diseases of the urinary tract,17.0,22.0,13.0,19.0
441,Men,10-14 years,Region Midtjylland,Diseases of the musculoskeletal system,176.0,172.0,135.0,155.0
442,Men,10-14 years,Region Midtjylland,Diseases of female genital organs,0.0,0.0,0.0,0.0
443,Men,10-14 years,Region Midtjylland,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
444,Men,10-14 years,Region Midtjylland,Diseases of the skin and venereal diseases,13.0,10.0,14.0,8.0
445,Men,10-14 years,Region Midtjylland,Diseases of the eye,3.0,3.0,3.6666666666666665,5.0
446,Men,10-14 years,Region Midtjylland,"Diseases of ear, nose and throat",12.0,13.0,9.0,17.0
447,Men,10-14 years,Region Midtjylland,"Endocrine, metabolic and chromosomic diseases",35.0,29.0,25.0,32.0
448,Men,10-14 years,Region Midtjylland,Mental disorders,16.0,5.0,6.0,15.0
449,Men,10-14 years,Region Midtjylland,Diseases of mamma,0.0,0.0,0.0,0.0
450,Men,10-14 years,Region Midtjylland,Sterilization,0.0,0.0,0.0,0.0
451,Men,10-14 years,Region Midtjylland,Concussion,13.0,11.0,12.0,12.0
452,Men,10-14 years,Region Midtjylland,Poisonings,11.0,7.0,7.333333333333333,4.0
453,Men,10-14 years,Region Midtjylland,Live-born children,0.0,0.0,0.0,0.0
454,Men,10-14 years,Region Midtjylland,Other diseases,86.0,78.0,71.0,82.0
455,Men,10-14 years,Region Nordjylland,"Diagnosis, total",254.0,298.0,300.0,286.0
456,Men,10-14 years,Region Nordjylland,Infectious diseases,16.0,9.0,9.0,11.0
457,Men,10-14 years,Region Nordjylland,Diseases of lung,8.0,17.0,8.0,12.0
458,Men,10-14 years,Region Nordjylland,Diseases of the nervous system,17.0,32.0,33.0,17.0
459,Men,10-14 years,Region Nordjylland,Diseases of the heart and great vessels,5.5,5.0,5.5,6.0
460,Men,10-14 years,Region Nordjylland,"Diseases of arteries, veins, lymph",4.0,4.0,4.0,4.0
461,Men,10-14 years,Region Nordjylland,Varicose veins in leg,0.0,0.0,0.0,0.0
462,Men,10-14 years,Region Nordjylland,Diseases of blood and lymphatic tissue,32.0,5.0,12.333333333333334,0.0
463,Men,10-14 years,Region Nordjylland,Diseases of the stomach and intestines,39.0,62.0,50.0,75.0
464,Men,10-14 years,Region Nordjylland,Diseases of the urinary tract,8.0,3.0,11.0,12.0
465,Men,10-14 years,Region Nordjylland,Diseases of the musculoskeletal system,58.0,64.0,93.0,64.0
466,Men,10-14 years,Region Nordjylland,Diseases of female genital organs,0.0,0.0,0.0,0.0
467,Men,10-14 years,Region Nordjylland,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
468,Men,10-14 years,Region Nordjylland,Diseases of the skin and venereal diseases,6.0,8.0,4.0,6.0
469,Men,10-14 years,Region Nordjylland,Diseases of the eye,0.0,0.0,0.0,3.0
470,Men,10-14 years,Region Nordjylland,"Diseases of ear, nose and throat",3.0,5.0,5.333333333333333,8.0
471,Men,10-14 years,Region Nordjylland,"Endocrine, metabolic and chromosomic diseases",8.0,25.0,13.0,17.0
472,Men,10-14 years,Region Nordjylland,Mental disorders,9.0,5.0,13.0,10.0
473,Men,10-14 years,Region Nordjylland,Diseases of mamma,0.0,0.0,0.0,0.0
474,Men,10-14 years,Region Nordjylland,Sterilization,0.0,0.0,0.0,0.0
475,Men,10-14 years,Region Nordjylland,Concussion,2.3333333333333335,3.0,4.0,0.0
476,Men,10-14 years,Region Nordjylland,Poisonings,6.0,6.0,6.0,6.0
477,Men,10-14 years,Region Nordjylland,Live-born children,0.0,0.0,0.0,0.0
478,Men,10-14 years,Region Nordjylland,Other diseases,44.0,48.0,54.0,42.0
479,Men,15-19 years,Region Hovedstaden,"Diagnosis, total",1548.0,1632.0,1607.0,1594.0
480,Men,15-19 years,Region Hovedstaden,Infectious diseases,71.0,61.0,54.0,67.0
481,Men,15-19 years,Region Hovedstaden,Diseases of lung,80.0,69.0,68.0,89.0
482,Men,15-19 years,Region Hovedstaden,Diseases of the nervous system,80.0,96.0,107.0,108.0
483,Men,15-19 years,Region Hovedstaden,Diseases of the heart and great vessels,32.0,19.0,52.0,27.0
484,Men,15-19 years,Region Hovedstaden,"Diseases of arteries, veins, lymph",17.0,14.0,13.0,18.0
485,Men,15-19 years,Region Hovedstaden,Varicose veins in leg,0.0,0.0,0.0,0.0
486,Men,15-19 years,Region Hovedstaden,Diseases of blood and lymphatic tissue,12.0,16.0,22.0,31.0
487,Men,15-19 years,Region Hovedstaden,Diseases of the stomach and intestines,232.0,246.0,217.0,213.0
488,Men,15-19 years,Region Hovedstaden,Diseases of the urinary tract,57.0,68.0,48.0,73.0
489,Men,15-19 years,Region Hovedstaden,Diseases of the musculoskeletal system,189.0,221.0,223.0,203.0
490,Men,15-19 years,Region Hovedstaden,Diseases of female genital organs,0.0,0.0,0.0,0.0
491,Men,15-19 years,Region Hovedstaden,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
492,Men,15-19 years,Region Hovedstaden,Diseases of the skin and venereal diseases,89.0,78.0,60.0,64.0
493,Men,15-19 years,Region Hovedstaden,Diseases of the eye,8.0,6.0,6.0,4.0
494,Men,15-19 years,Region Hovedstaden,"Diseases of ear, nose and throat",45.0,52.0,54.0,87.0
495,Men,15-19 years,Region Hovedstaden,"Endocrine, metabolic and chromosomic diseases",25.0,41.0,34.0,34.0
496,Men,15-19 years,Region Hovedstaden,Mental disorders,263.0,259.0,262.0,237.0
497,Men,15-19 years,Region Hovedstaden,Diseases of mamma,0.0,0.0,0.0,0.0
498,Men,15-19 years,Region Hovedstaden,Sterilization,0.0,0.0,0.0,0.0
499,Men,15-19 years,Region Hovedstaden,Concussion,18.0,10.0,16.0,16.0
500,Men,15-19 years,Region Hovedstaden,Poisonings,53.0,48.0,58.0,54.0
501,Men,15-19 years,Region Hovedstaden,Live-born children,0.0,0.0,0.0,0.0
502,Men,15-19 years,Region Hovedstaden,Other diseases,276.0,332.0,312.0,269.0
503,Men,15-19 years,Region Sjælland,"Diagnosis, total",794.0,809.0,788.0,764.0
504,Men,15-19 years,Region Sjælland,Infectious diseases,23.0,22.0,16.0,29.0
505,Men,15-19 years,Region Sjælland,Diseases of lung,35.0,38.0,36.0,27.0
506,Men,15-19 years,Region Sjælland,Diseases of the nervous system,42.0,35.0,25.0,36.0
507,Men,15-19 years,Region Sjælland,Diseases of the heart and great vessels,17.0,17.0,20.0,19.0
508,Men,15-19 years,Region Sjælland,"Diseases of arteries, veins, lymph",8.0,9.0,5.0,10.0
509,Men,15-19 years,Region Sjælland,Varicose veins in leg,0.0,0.0,0.0,0.0
510,Men,15-19 years,Region Sjælland,Diseases of blood and lymphatic tissue,8.0,9.0,7.666666666666667,6.0
511,Men,15-19 years,Region Sjælland,Diseases of the stomach and intestines,137.0,127.0,129.0,114.0
512,Men,15-19 years,Region Sjælland,Diseases of the urinary tract,21.0,22.0,19.0,24.0
513,Men,15-19 years,Region Sjælland,Diseases of the musculoskeletal system,102.0,92.0,80.0,95.0
514,Men,15-19 years,Region Sjælland,Diseases of female genital organs,0.0,0.0,0.0,0.0
515,Men,15-19 years,Region Sjælland,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
516,Men,15-19 years,Region Sjælland,Diseases of the skin and venereal diseases,36.0,35.0,29.0,33.0
517,Men,15-19 years,Region Sjælland,Diseases of the eye,5.5,5.5,3.0,8.0
518,Men,15-19 years,Region Sjælland,"Diseases of ear, nose and throat",25.0,19.0,10.0,15.0
519,Men,15-19 years,Region Sjælland,"Endocrine, metabolic and chromosomic diseases",31.0,24.0,29.0,28.0
520,Men,15-19 years,Region Sjælland,Mental disorders,144.0,156.0,173.0,113.0
521,Men,15-19 years,Region Sjælland,Diseases of mamma,0.0,0.0,0.0,0.0
522,Men,15-19 years,Region Sjælland,Sterilization,0.0,0.0,0.0,0.0
523,Men,15-19 years,Region Sjælland,Concussion,6.0,8.0,8.0,10.0
524,Men,15-19 years,Region Sjælland,Poisonings,45.0,50.0,43.0,41.0
525,Men,15-19 years,Region Sjælland,Live-born children,0.0,0.0,0.0,0.0
526,Men,15-19 years,Region Sjælland,Other diseases,119.0,145.0,161.0,156.0
527,Men,15-19 years,Region Syddanmark,"Diagnosis, total",723.0,805.0,789.0,894.0
528,Men,15-19 years,Region Syddanmark,Infectious diseases,20.0,30.0,35.0,27.0
529,Men,15-19 years,Region Syddanmark,Diseases of lung,35.0,42.0,30.0,47.0
530,Men,15-19 years,Region Syddanmark,Diseases of the nervous system,36.0,38.0,45.0,46.0
531,Men,15-19 years,Region Syddanmark,Diseases of the heart and great vessels,16.0,30.0,11.0,13.0
532,Men,15-19 years,Region Syddanmark,"Diseases of arteries, veins, lymph",4.0,3.0,5.0,4.0
533,Men,15-19 years,Region Syddanmark,Varicose veins in leg,0.0,0.0,0.0,0.0
534,Men,15-19 years,Region Syddanmark,Diseases of blood and lymphatic tissue,5.0,6.0,9.0,23.0
